epoch,train_loss,train_ce_loss,train_tv_loss,val_loss,val_ce_loss,val_tv_loss,val_accuracy,val_precision,val_recall,val_f1,val_specificity,val_pred_active_ratio,val_pred_inactive_ratio,optimal_threshold
1,1.0203235942753963,0.1334349948738236,0.0020377402179292403,0.16096541844308376,0.16096541844308376,0.0,0.39418333333333333,0.23537073216113127,0.7445008460236887,0.3576666843379456,0.29157239209602,71.66,28.34,-0.27418408
2,0.1853944812901318,0.13788871467113495,0.001760675986588467,0.13377665355801582,0.13377665355801582,0.0,0.43073333333333336,0.24800862723952843,0.7444272787464136,0.3720630951943229,0.3388497424957442,68.00166666666667,31.998333333333335,-0.24178173
3,0.18221524404361844,0.14005367690697312,0.001612100619240664,0.1320348884910345,0.1320348884910345,0.0,0.4236,0.2669686271897689,0.8845729419554182,0.41015145313139584,0.28857715430861725,75.065,24.935,-0.24489151
4,0.16480552684515715,0.1330802901647985,0.0015133423221413977,0.12829560041427612,0.12829560041427612,0.0,0.3832333333333333,0.2517547765973238,0.8733907158096079,0.3908477366255144,0.23966211993880235,78.595,21.404999999999998,-0.2408359
5,0.221717381849885,0.11533897189656273,0.0014334905572468415,0.675901398062706,0.675901398062706,0.0,0.46336666666666665,0.2713980291450618,0.8124770102258515,0.40688206904174185,0.3611093154050036,67.82166666666667,32.17833333333333,-0.19194748
6,0.19682685798034072,0.1342463030014187,0.0013892869901610538,0.19922308437526226,0.19922308437526226,0.0,0.42473333333333335,0.2674860533860823,0.8853821820054439,0.4108490082954972,0.28980541728618525,74.98833333333333,25.011666666666667,-0.23934227
7,0.32557096099480987,0.1371922753751278,0.001395608029270079,0.24580272287130356,0.24580272287130356,0.0,0.47291666666666665,0.26438613913134373,0.7442801441918635,0.39017335467324865,0.3934320253410046,63.77666666666667,36.223333333333336,-0.22080286
8,0.1911327913403511,0.13180059706792235,0.0014145364984869957,0.1482267640531063,0.1482267640531063,0.0,0.4710666666666667,0.2635844778608845,0.7440594423600383,0.38926949426526053,0.3911047902256125,63.95166666666666,36.04833333333333,-0.2277627
9,0.16215837706113234,0.12120039507863112,0.0013885948283132166,0.1268140710890293,0.1268140710890293,0.0,0.48056666666666664,0.26757135677062666,0.7441330096373133,0.3936103976963188,0.40336587152800224,63.005,36.995,-0.23209338
10,0.19480013567954302,0.13301815930753946,0.001349486003164202,0.1329276915639639,0.1329276915639639,0.0,0.4428,0.2524271844660194,0.7440594423600383,0.3769660827431979,0.3545585795246407,66.77833333333332,33.221666666666664,-0.24149618
