epoch,train_loss,train_ce_loss,train_tv_loss,val_loss,val_ce_loss,val_tv_loss,val_accuracy,val_precision,val_recall,val_f1,val_specificity,val_pred_active_ratio,val_pred_inactive_ratio,optimal_threshold
1,2.4448673520237207,0.1397033270332031,0.002373507450101897,0.6412327587604523,0.6412327587604523,0.0,0.45675,0.2453150741350906,0.7441243070195986,0.36898654534894976,0.3787637997160596,64.74666666666667,35.25333333333333,-0.19363463
2,0.2684802236035466,0.12537589250132442,0.0019626270077424124,0.2810695990920067,0.2810695990920067,0.0,0.36635,0.2152602096132996,0.7441243070195986,0.3339231591303281,0.26383150043438647,73.78666666666666,26.21333333333333,-0.22077669
3,0.19522160291671753,0.1362638003192842,0.0018617293535498902,0.5322743058204651,0.5322743058204651,0.0,0.41778333333333334,0.23137626262626262,0.7440462247208558,0.3529847567187123,0.3292437437755599,68.64,31.36,-0.20251326
4,0.17792039408232085,0.11793795380799565,0.0017435463232686743,0.12524882517755032,0.12524882517755032,0.0,0.33505,0.20650054171180932,0.7441243070195986,0.323286463015418,0.2240374631830992,76.91666666666667,23.083333333333332,-0.23907615
5,0.20370559813454747,0.11354543699417263,0.0016666051451466046,0.5362955331802368,0.5362955331802368,0.0,0.35613333333333336,0.21241007594823938,0.7446708831107988,0.3305375524208921,0.2506939588498294,74.83166666666666,25.168333333333333,-0.21356289
6,0.22199976863339543,0.12752062221989036,0.0016182710605789907,0.30938439071178436,0.30938439071178436,0.0,0.32176666666666665,0.20828887633632504,0.7773873662840634,0.3285483285483285,0.1981226029284004,79.66499999999999,20.335,-0.22513755
7,0.189998566522263,0.11857196839991957,0.0016815910639707,0.14428231120109558,0.14428231120109558,0.0,0.33168333333333333,0.20566412147879728,0.7445147185133131,0.3222971488448343,0.21965121946051322,77.27000000000001,22.73,-0.23520705
8,0.23783857841044664,0.12215817021206021,0.0015597757446812466,0.3723939061164856,0.3723939061164856,0.0,0.3699,0.21628799055768663,0.7440462247208558,0.3351505346088914,0.2683660712393787,73.42833333333333,26.571666666666665,-0.22035782
9,0.22953272331506014,0.11898598587140441,0.0015269848518073559,0.5924936383962631,0.5924936383962631,0.0,0.4226,0.23301137058320087,0.7440462247208558,0.3548843618487207,0.3353675333206196,68.15833333333333,31.84166666666667,-0.21154368
10,0.16918408282799646,0.10221117913897615,0.0014601540824514814,1.546996533870697,1.546996533870697,0.0,0.41413333333333335,0.23019150426235843,0.7442804716170844,0.3516305149771285,0.32453965630496046,69.015,30.985000000000003,-0.13700494
11,0.3357978402636945,0.10575059708207846,0.001443878500140272,0.4627804756164551,0.4627804756164551,0.0,0.39135,0.22292591727039027,0.7448270477082846,0.3431480115833588,0.295425168986926,71.31666666666666,28.683333333333334,-0.21175659
12,0.24858282087370753,0.11516559030860662,0.001438059080101084,0.9702668786048889,0.9702668786048889,0.0,0.4202,0.23241545540866262,0.7453736237994847,0.35434298440979956,0.33195601042527495,68.455,31.545,-0.18160596
13,0.33419913332909346,0.11886066989973187,0.0015580709805362858,0.4552026689052582,0.4552026689052582,0.0,0.43285,0.23656901688182722,0.7440462247208558,0.35899561097820565,0.34839912698917214,67.13333333333334,32.86666666666667,-0.21058352
14,0.20068977029586677,0.11041674678926938,0.0015111139728105627,0.13267779536545277,0.13267779536545277,0.0,0.3720833333333333,0.2169330237217138,0.7440462247208558,0.33592441788729666,0.2711419066386964,73.21,26.790000000000003,-0.2377202
15,0.35731911030597985,0.10660029063001275,0.0014490554021904245,0.15435833111405373,0.15435833111405373,0.0,0.42051666666666665,0.23234046702091357,0.7442804716170844,0.3541322237289395,0.33265526667090456,68.37666666666667,31.62333333333333,-0.2563251
16,0.24768932349979877,0.11281639826484025,0.0014499995013466105,0.26933528855443,0.26933528855443,0.0,0.40635,0.22758538332935277,0.7440462247208558,0.3485560656217423,0.3147076896997436,69.78333333333333,30.216666666666665,-0.22217798
