epoch,train_loss,train_ce_loss,train_tv_loss,val_loss,val_ce_loss,val_tv_loss,val_accuracy,val_precision,val_recall,val_f1,val_specificity,val_pred_active_ratio,val_pred_inactive_ratio,optimal_threshold
1,0.42337373980591375,0.136065921956493,0.0015467840449644192,0.2520095822401345,0.2520095822401345,0.0,0.43506666666666666,0.24512572273766303,0.6100662606251255,0.3497295015922956,0.3770389933198695,61.975,38.025,-0.51921564
2,0.16592597402632236,0.1219113429767951,0.0013347083267064826,0.14601430436596274,0.14601430436596274,0.0,0.47725,0.2630971613201015,0.6104009102469714,0.3677048684608406,0.43309882598371024,57.77333333333333,42.22666666666667,-0.5945281
3,0.15692201016410703,0.12746431173816805,0.0013039427088393318,0.16398643143475056,0.16398643143475056,0.0,0.5422833333333333,0.2964432017686456,0.610267050398233,0.39904593098317254,0.5197407843050224,51.263333333333335,48.736666666666665,-0.6034757
4,0.19269799705474608,0.12624164490449813,0.0012382367670896552,0.2937583476305008,0.2937583476305008,0.0,0.4957166666666667,0.2717164490550289,0.6100662606251255,0.3759770660176955,0.45779977363012936,55.910000000000004,44.09,-0.5095869
5,0.1676886444610934,0.12300738524044713,0.00122486226891558,0.20058795530349016,0.20058795530349016,0.0,0.5048,0.2762579902450847,0.6103339803226022,0.38035453597497393,0.4698062540225038,55.015,44.985,-0.6618291
6,0.15190666889388776,0.12190975421300766,0.001306702375351902,0.22743299510329962,0.22743299510329962,0.0,0.56475,0.3100435196518428,0.6103339803226022,0.4112010461524587,0.5496349231008234,49.02,50.980000000000004,-0.54311675
7,0.16606879390535817,0.12457911826429828,0.0012557593084150745,0.17401491943746805,0.17401491943746805,0.0,0.5000666666666667,0.27384707826348204,0.6100662606251255,0.3780118608219632,0.4635921791429015,55.474999999999994,44.525,-0.5803496
8,0.19481560984446156,0.12895407179190266,0.0013412881469834716,0.2322853640653193,0.2322853640653193,0.0,0.5086333333333334,0.27814225992493363,0.6100662606251255,0.3820841716968478,0.47499944517188575,54.61833333333333,45.38166666666667,-0.5853802
9,0.1912217384144183,0.13143900445392054,0.001465538219969359,0.19474919326603413,0.19474919326603413,0.0,0.5292166666666667,0.2893687076552903,0.6117395087343551,0.3928901498054893,0.5018531259015957,52.64333333333333,47.35666666666667,-0.5701437
10,0.1545685921465197,0.13304340743249463,0.0014042947103359525,0.18054907163605094,0.18054907163605094,0.0,0.49138333333333334,0.26969481902058196,0.6104009102469714,0.37410012921221564,0.4519185956190772,56.36,43.64,-0.59841377
11,0.15639854066314235,0.13491577234479687,0.001486503444011173,0.1605698144994676,0.1605698144994676,0.0,0.46535,0.2577462399638132,0.6102001204738638,0.3624113052292648,0.41731951441443443,58.95333333333333,41.04666666666667,-0.6317723
12,0.15456138022484317,0.12373189243578142,0.0014016927264991306,0.17214865842834115,0.17214865842834115,0.0,0.49546666666666667,0.2716222255325488,0.6102001204738638,0.3759122582773265,0.4574224905124393,55.94166666666667,44.05833333333333,-0.6079355
13,0.14816748026397922,0.11787674924538981,0.0013975994661450386,0.1967254695482552,0.1967254695482552,0.0,0.5482166666666667,0.2998881505362195,0.6101331905494947,0.4021262048126337,0.5276859229010853,50.66333333333334,49.336666666666666,-0.58806497
14,0.14205214932500834,0.11462910344726557,0.0014176924540210635,0.3089333539828658,0.3089333539828658,0.0,0.5939166666666666,0.3296333791308121,0.6102001204738638,0.42803821685955074,0.5885172773474777,46.09666666666667,53.903333333333336,-0.49291396
15,0.16742509182903073,0.11169562428709,0.0013728681801547927,0.24189714109525084,0.24189714109525084,0.0,0.5546,0.3037278875303994,0.6102001204738638,0.40557853997063925,0.5361636964868284,50.02833333333333,49.971666666666664,-0.54376864
16,0.13994008054836624,0.10410751304739425,0.0013746982139925803,0.17722583236172795,0.17722583236172795,0.0,0.5825666666666667,0.32172470978441126,0.610267050398233,0.42132988309227853,0.5733815663907321,47.235,52.76499999999999,-0.6029657
17,0.15171609542542888,0.11647313881304956,0.0013639642368821847,0.38736018911004066,0.38736018911004066,0.0,0.5563333333333333,0.3047577652211709,0.6100662606251255,0.40646599777034564,0.5385161676912492,49.848333333333336,50.15166666666667,-0.4598472
18,0.1547922185592113,0.1117320577463796,0.001447170747504119,0.182001035194844,0.182001035194844,0.0,0.54975,0.3007853748680042,0.6100662606251255,0.40291744944192726,0.529749883486096,50.50666666666667,49.49333333333333,-0.66114753
19,0.14101442550459214,0.11018275024910126,0.0014692747537347099,0.23843919020146132,0.23843919020146132,0.0,0.5620333333333334,0.30829585038384794,0.6101331905494947,0.4096158166704111,0.546084023169622,49.281666666666666,50.718333333333334,-0.55848604
20,0.14328473013254903,0.10118890682896299,0.0014787216468023197,0.23598614381626248,0.23598614381626248,0.0,0.5612666666666667,0.307804004997805,0.6100662606251255,0.40916640481213806,0.5450853325639717,49.355,50.644999999999996,-0.58025354
21,0.14118111409967946,0.09985203974910321,0.0014681887827933796,0.19804839557036757,0.19804839557036757,0.0,0.5890666666666666,0.3261764179638576,0.6100662606251255,0.42508044583313903,0.5821034643467454,46.575,53.425,-0.5965784
22,0.1354387422963496,0.1052358885926585,0.0014357132041045734,0.3082168400287628,0.3082168400287628,0.0,0.5579333333333333,0.3057521381854771,0.6101331905494947,0.40736437572615963,0.5406245145254001,49.69166666666667,50.30833333333333,-0.5131396
23,0.13754727679394907,0.10384662743777998,0.0014423727350790173,0.22341246902942657,0.22341246902942657,0.0,0.5471,0.29921544168335357,0.6100662606251255,0.4015064752004229,0.5262211766794647,50.77166666666667,49.22833333333333,-0.5824905
24,0.12905731085582725,0.10430460005966691,0.001512289828350467,0.19851118046790361,0.19851118046790361,0.0,0.5579666666666667,0.3057596189326088,0.6100662606251255,0.4073560958169467,0.5406910938991101,49.685,50.315,-0.5779071
25,0.1346073862645895,0.10602204525663007,0.0014054757249992221,0.21088210120797157,0.21088210120797157,0.0,0.58365,0.32242660063671735,0.6100662606251255,0.42188331674805024,0.5748906988614927,47.11666666666667,52.88333333333334,-0.58269423
26,0.14121692441403866,0.1086276535906138,0.0015520304441452026,0.285731234587729,0.285731234587729,0.0,0.5361,0.29302982630750957,0.6108694197175557,0.3960683909043569,0.5113073969684192,51.91166666666667,48.08833333333333,-0.52286714
27,0.12466185720216844,0.10608874633908272,0.001592193854101483,0.21806385833770037,0.21806385833770037,0.0,0.5501666666666667,0.30104686106799644,0.6101331905494947,0.40316660032727436,0.5302825184757762,50.468333333333334,49.531666666666666,-0.57210094
28,0.1442956633625492,0.10031305073249724,0.0015811901239137496,0.2350285006687045,0.2350285006687045,0.0,0.5764666666666667,0.3176101724438251,0.6102001204738638,0.41777024240480226,0.5652810759226792,47.84166666666667,52.15833333333333,-0.54368865
29,0.12406268827016315,0.10322755686337909,0.001583950447609588,0.29007538221776485,0.29007538221776485,0.0,0.5558,0.304445112380189,0.6101331905494947,0.406202655734783,0.537783794580439,49.905,50.095,-0.50540835
